dt,AverageTemperature,Country,dt_formatted,month_offset
1942-09-01,25.812,Indonesia,1942-09-01,1413
1942-10-01,26.124,Indonesia,1942-10-01,1414
1942-11-01,25.698,Indonesia,1942-11-01,1415
1942-12-01,25.918000000000006,Indonesia,1942-12-01,1416
1943-01-01,25.53,Indonesia,1943-01-01,1417
1943-02-01,25.854000000000006,Indonesia,1943-02-01,1418
1943-03-01,25.594,Indonesia,1943-03-01,1419
1943-04-01,25.599,Indonesia,1943-04-01,1420
1943-05-01,25.741,Indonesia,1943-05-01,1421
1943-06-01,25.247,Indonesia,1943-06-01,1422
1943-07-01,25.645,Indonesia,1943-07-01,1423
1943-08-01,25.763,Indonesia,1943-08-01,1424
1943-09-01,25.533,Indonesia,1943-09-01,1425
1943-10-01,25.517000000000003,Indonesia,1943-10-01,1426
1943-11-01,25.482,Indonesia,1943-11-01,1427
1943-12-01,25.293000000000006,Indonesia,1943-12-01,1428
1944-01-01,25.783,Indonesia,1944-01-01,1429
1944-02-01,26.068,Indonesia,1944-02-01,1430
1944-03-01,25.644,Indonesia,1944-03-01,1431
1944-04-01,25.758000000000006,Indonesia,1944-04-01,1432
1944-05-01,26.099,Indonesia,1944-05-01,1433
1944-06-01,25.69,Indonesia,1944-06-01,1434
1944-07-01,24.922,Indonesia,1944-07-01,1435
1944-08-01,25.377,Indonesia,1944-08-01,1436
1944-09-01,25.535,Indonesia,1944-09-01,1437
1944-10-01,25.703000000000007,Indonesia,1944-10-01,1438
1944-11-01,26.021,Indonesia,1944-11-01,1439
1944-12-01,25.568,Indonesia,1944-12-01,1440
1945-01-01,25.925,Indonesia,1945-01-01,1441
1945-02-01,25.967,Indonesia,1945-02-01,1442
1945-03-01,25.724,Indonesia,1945-03-01,1443
1945-04-01,25.971,Indonesia,1945-04-01,1444
1945-05-01,26.028,Indonesia,1945-05-01,1445
1945-06-01,25.233,Indonesia,1945-06-01,1446
1945-07-01,25.014,Indonesia,1945-07-01,1447
1945-08-01,25.857,Indonesia,1945-08-01,1448
1945-09-01,25.748,Indonesia,1945-09-01,1449
1945-10-01,25.85,Indonesia,1945-10-01,1450
1945-11-01,25.704,Indonesia,1945-11-01,1451
1945-12-01,25.44400000000001,Indonesia,1945-12-01,1452
1946-01-01,25.714,Indonesia,1946-01-01,1453
1946-02-01,26.009,Indonesia,1946-02-01,1454
1946-03-01,26.264,Indonesia,1946-03-01,1455
1946-04-01,26.03700000000001,Indonesia,1946-04-01,1456
1946-05-01,25.716,Indonesia,1946-05-01,1457
1946-06-01,25.672,Indonesia,1946-06-01,1458
1946-07-01,25.879,Indonesia,1946-07-01,1459
1946-08-01,25.862,Indonesia,1946-08-01,1460
1946-09-01,25.552,Indonesia,1946-09-01,1461
1946-10-01,25.813,Indonesia,1946-10-01,1462
1946-11-01,26.374,Indonesia,1946-11-01,1463
1946-12-01,26.073,Indonesia,1946-12-01,1464
1947-01-01,26.351,Indonesia,1947-01-01,1465
1947-02-01,26.247,Indonesia,1947-02-01,1466
1947-03-01,26.322,Indonesia,1947-03-01,1467
1947-04-01,25.983,Indonesia,1947-04-01,1468
1947-05-01,26.162,Indonesia,1947-05-01,1469
1947-06-01,26.039,Indonesia,1947-06-01,1470
1947-07-01,25.9,Indonesia,1947-07-01,1471
1947-08-01,26.069000000000003,Indonesia,1947-08-01,1472
1947-09-01,26.188,Indonesia,1947-09-01,1473
1947-10-01,26.289,Indonesia,1947-10-01,1474
1947-11-01,25.962,Indonesia,1947-11-01,1475
1947-12-01,25.967,Indonesia,1947-12-01,1476
1948-01-01,26.049,Indonesia,1948-01-01,1477
1948-02-01,25.809,Indonesia,1948-02-01,1478
1948-03-01,25.885,Indonesia,1948-03-01,1479
1948-04-01,26.264,Indonesia,1948-04-01,1480
1948-05-01,26.336,Indonesia,1948-05-01,1481
1948-06-01,25.935,Indonesia,1948-06-01,1482
1948-07-01,25.764,Indonesia,1948-07-01,1483
1948-08-01,25.4,Indonesia,1948-08-01,1484
1948-09-01,25.536,Indonesia,1948-09-01,1485
1948-10-01,25.979000000000006,Indonesia,1948-10-01,1486
1948-11-01,25.888,Indonesia,1948-11-01,1487
1948-12-01,26.068,Indonesia,1948-12-01,1488
1949-01-01,26.277,Indonesia,1949-01-01,1489
1949-02-01,26.022,Indonesia,1949-02-01,1490
1949-03-01,26.003,Indonesia,1949-03-01,1491
1949-04-01,25.871,Indonesia,1949-04-01,1492
1949-05-01,25.91,Indonesia,1949-05-01,1493
1949-06-01,25.495,Indonesia,1949-06-01,1494
1949-07-01,25.128,Indonesia,1949-07-01,1495
1949-08-01,25.21,Indonesia,1949-08-01,1496
1949-09-01,25.777,Indonesia,1949-09-01,1497
1949-10-01,25.869000000000003,Indonesia,1949-10-01,1498
1949-11-01,25.993,Indonesia,1949-11-01,1499
1949-12-01,25.536,Indonesia,1949-12-01,1500
1950-01-01,25.608,Indonesia,1950-01-01,1501
1950-02-01,25.523000000000003,Indonesia,1950-02-01,1502
1950-03-01,26.16,Indonesia,1950-03-01,1503
1950-04-01,26.041,Indonesia,1950-04-01,1504
1950-05-01,25.758000000000003,Indonesia,1950-05-01,1505
1950-06-01,26.031,Indonesia,1950-06-01,1506
1950-07-01,25.401,Indonesia,1950-07-01,1507
1950-08-01,25.351,Indonesia,1950-08-01,1508
1950-09-01,25.352,Indonesia,1950-09-01,1509
1950-10-01,25.721,Indonesia,1950-10-01,1510
1950-11-01,25.67,Indonesia,1950-11-01,1511
1950-12-01,25.235000000000007,Indonesia,1950-12-01,1512
1951-01-01,25.652,Indonesia,1951-01-01,1513
1951-02-01,25.57,Indonesia,1951-02-01,1514
1951-03-01,26.054,Indonesia,1951-03-01,1515
1951-04-01,25.982,Indonesia,1951-04-01,1516
1951-05-01,26.312,Indonesia,1951-05-01,1517
1951-06-01,26.137,Indonesia,1951-06-01,1518
1951-07-01,25.489,Indonesia,1951-07-01,1519
1951-08-01,26.098000000000003,Indonesia,1951-08-01,1520
1951-09-01,26.052,Indonesia,1951-09-01,1521
1951-10-01,26.312,Indonesia,1951-10-01,1522
1951-11-01,26.9,Indonesia,1951-11-01,1523
1951-12-01,26.417,Indonesia,1951-12-01,1524
1952-01-01,26.328000000000003,Indonesia,1952-01-01,1525
1952-02-01,26.25500000000001,Indonesia,1952-02-01,1526
1952-03-01,26.177,Indonesia,1952-03-01,1527
1952-04-01,26.363000000000003,Indonesia,1952-04-01,1528
1952-05-01,26.309,Indonesia,1952-05-01,1529
1952-06-01,26.024,Indonesia,1952-06-01,1530
1952-07-01,25.761,Indonesia,1952-07-01,1531
1952-08-01,25.597,Indonesia,1952-08-01,1532
1952-09-01,25.958,Indonesia,1952-09-01,1533
1952-10-01,26.105,Indonesia,1952-10-01,1534
1952-11-01,26.151,Indonesia,1952-11-01,1535
1952-12-01,25.91200000000001,Indonesia,1952-12-01,1536
1953-01-01,25.821,Indonesia,1953-01-01,1537
1953-02-01,25.882,Indonesia,1953-02-01,1538
1953-03-01,26.098000000000003,Indonesia,1953-03-01,1539
1953-04-01,26.102,Indonesia,1953-04-01,1540
1953-05-01,26.09,Indonesia,1953-05-01,1541
1953-06-01,25.989,Indonesia,1953-06-01,1542
1953-07-01,25.327,Indonesia,1953-07-01,1543
1953-08-01,25.998,Indonesia,1953-08-01,1544
1953-09-01,25.977,Indonesia,1953-09-01,1545
1953-10-01,26.334000000000003,Indonesia,1953-10-01,1546
1953-11-01,26.355,Indonesia,1953-11-01,1547
1953-12-01,26.374,Indonesia,1953-12-01,1548
1954-01-01,26.072,Indonesia,1954-01-01,1549
1954-02-01,26.092,Indonesia,1954-02-01,1550
1954-03-01,26.284,Indonesia,1954-03-01,1551
1954-04-01,26.215,Indonesia,1954-04-01,1552
1954-05-01,26.141,Indonesia,1954-05-01,1553
1954-06-01,25.795,Indonesia,1954-06-01,1554
1954-07-01,25.159,Indonesia,1954-07-01,1555
1954-08-01,25.504,Indonesia,1954-08-01,1556
1954-09-01,25.768,Indonesia,1954-09-01,1557
1954-10-01,25.481,Indonesia,1954-10-01,1558
1954-11-01,25.768,Indonesia,1954-11-01,1559
1954-12-01,25.513,Indonesia,1954-12-01,1560
1955-01-01,25.593000000000004,Indonesia,1955-01-01,1561
1955-02-01,25.677,Indonesia,1955-02-01,1562
1955-03-01,25.964,Indonesia,1955-03-01,1563
1955-04-01,25.803,Indonesia,1955-04-01,1564
1955-05-01,26.118,Indonesia,1955-05-01,1565
1955-06-01,25.638,Indonesia,1955-06-01,1566
1955-07-01,25.152,Indonesia,1955-07-01,1567
1955-08-01,25.26,Indonesia,1955-08-01,1568
1955-09-01,25.635,Indonesia,1955-09-01,1569
1955-10-01,25.733,Indonesia,1955-10-01,1570
1955-11-01,25.686,Indonesia,1955-11-01,1571
1955-12-01,25.669,Indonesia,1955-12-01,1572
1956-01-01,25.279,Indonesia,1956-01-01,1573
1956-02-01,25.77,Indonesia,1956-02-01,1574
1956-03-01,25.967,Indonesia,1956-03-01,1575
1956-04-01,26.023000000000003,Indonesia,1956-04-01,1576
1956-05-01,26.007,Indonesia,1956-05-01,1577
1956-06-01,25.718000000000004,Indonesia,1956-06-01,1578
1956-07-01,25.436,Indonesia,1956-07-01,1579
1956-08-01,25.47,Indonesia,1956-08-01,1580
1956-09-01,25.582,Indonesia,1956-09-01,1581
1956-10-01,25.606,Indonesia,1956-10-01,1582
1956-11-01,25.855,Indonesia,1956-11-01,1583
1956-12-01,25.354000000000006,Indonesia,1956-12-01,1584
1957-01-01,25.706,Indonesia,1957-01-01,1585
1957-02-01,25.661,Indonesia,1957-02-01,1586
1957-03-01,25.93,Indonesia,1957-03-01,1587
1957-04-01,26.103,Indonesia,1957-04-01,1588
1957-05-01,26.158,Indonesia,1957-05-01,1589
1957-06-01,26.194000000000003,Indonesia,1957-06-01,1590
1957-07-01,25.795,Indonesia,1957-07-01,1591
1957-08-01,25.695,Indonesia,1957-08-01,1592
1957-09-01,25.788,Indonesia,1957-09-01,1593
1957-10-01,26.074,Indonesia,1957-10-01,1594
1957-11-01,26.33,Indonesia,1957-11-01,1595
1957-12-01,25.994,Indonesia,1957-12-01,1596
1958-01-01,26.248,Indonesia,1958-01-01,1597
1958-02-01,26.171,Indonesia,1958-02-01,1598
1958-03-01,26.423,Indonesia,1958-03-01,1599
1958-04-01,26.375,Indonesia,1958-04-01,1600
1958-05-01,26.508000000000003,Indonesia,1958-05-01,1601
1958-06-01,26.311,Indonesia,1958-06-01,1602
1958-07-01,26.036,Indonesia,1958-07-01,1603
1958-08-01,25.632,Indonesia,1958-08-01,1604
1958-09-01,26.17,Indonesia,1958-09-01,1605
1958-10-01,26.1,Indonesia,1958-10-01,1606
1958-11-01,26.095,Indonesia,1958-11-01,1607
1958-12-01,25.962,Indonesia,1958-12-01,1608
1959-01-01,26.005,Indonesia,1959-01-01,1609
1959-02-01,26.268,Indonesia,1959-02-01,1610
1959-03-01,26.311,Indonesia,1959-03-01,1611
1959-04-01,26.02,Indonesia,1959-04-01,1612
1959-05-01,26.255,Indonesia,1959-05-01,1613
1959-06-01,25.839,Indonesia,1959-06-01,1614
1959-07-01,25.478,Indonesia,1959-07-01,1615
1959-08-01,25.42,Indonesia,1959-08-01,1616
1959-09-01,25.852,Indonesia,1959-09-01,1617
1959-10-01,26.06900000000001,Indonesia,1959-10-01,1618
1959-11-01,26.306,Indonesia,1959-11-01,1619
1959-12-01,26.06900000000001,Indonesia,1959-12-01,1620
1960-01-01,25.908,Indonesia,1960-01-01,1621
1960-02-01,25.833,Indonesia,1960-02-01,1622
1960-03-01,26.21,Indonesia,1960-03-01,1623
1960-04-01,26.251,Indonesia,1960-04-01,1624
1960-05-01,26.438,Indonesia,1960-05-01,1625
1960-06-01,25.863000000000003,Indonesia,1960-06-01,1626
1960-07-01,25.501,Indonesia,1960-07-01,1627
1960-08-01,25.952,Indonesia,1960-08-01,1628
1960-09-01,25.942,Indonesia,1960-09-01,1629
1960-10-01,26.263,Indonesia,1960-10-01,1630
1960-11-01,26.12,Indonesia,1960-11-01,1631
1960-12-01,26.06900000000001,Indonesia,1960-12-01,1632
1961-01-01,25.563,Indonesia,1961-01-01,1633
1961-02-01,25.904,Indonesia,1961-02-01,1634
1961-03-01,26.09,Indonesia,1961-03-01,1635
1961-04-01,26.032,Indonesia,1961-04-01,1636
1961-05-01,26.278,Indonesia,1961-05-01,1637
1961-06-01,25.417,Indonesia,1961-06-01,1638
1961-07-01,25.252,Indonesia,1961-07-01,1639
1961-08-01,25.297,Indonesia,1961-08-01,1640
1961-09-01,25.601,Indonesia,1961-09-01,1641
1961-10-01,25.801,Indonesia,1961-10-01,1642
1961-11-01,26.156,Indonesia,1961-11-01,1643
1961-12-01,25.869,Indonesia,1961-12-01,1644
1962-01-01,25.542,Indonesia,1962-01-01,1645
1962-02-01,25.56900000000001,Indonesia,1962-02-01,1646
1962-03-01,25.827,Indonesia,1962-03-01,1647
1962-04-01,25.811,Indonesia,1962-04-01,1648
1962-05-01,26.275,Indonesia,1962-05-01,1649
1962-06-01,25.709,Indonesia,1962-06-01,1650
1962-07-01,25.639,Indonesia,1962-07-01,1651
1962-08-01,25.324,Indonesia,1962-08-01,1652
1962-09-01,25.801,Indonesia,1962-09-01,1653
1962-10-01,26.055000000000003,Indonesia,1962-10-01,1654
1962-11-01,26.201,Indonesia,1962-11-01,1655
1962-12-01,25.72,Indonesia,1962-12-01,1656
1963-01-01,25.173,Indonesia,1963-01-01,1657
1963-02-01,25.388,Indonesia,1963-02-01,1658
1963-03-01,25.749,Indonesia,1963-03-01,1659
1963-04-01,26.156,Indonesia,1963-04-01,1660
1963-05-01,26.287,Indonesia,1963-05-01,1661
1963-06-01,25.979,Indonesia,1963-06-01,1662
1963-07-01,25.467,Indonesia,1963-07-01,1663
1963-08-01,25.503,Indonesia,1963-08-01,1664
1963-09-01,25.865,Indonesia,1963-09-01,1665
1963-10-01,26.03,Indonesia,1963-10-01,1666
1963-11-01,26.486,Indonesia,1963-11-01,1667
1963-12-01,25.98,Indonesia,1963-12-01,1668
1964-01-01,26.193,Indonesia,1964-01-01,1669
1964-02-01,26.094,Indonesia,1964-02-01,1670
1964-03-01,26.062,Indonesia,1964-03-01,1671
1964-04-01,26.156,Indonesia,1964-04-01,1672
1964-05-01,26.396,Indonesia,1964-05-01,1673
1964-06-01,25.653,Indonesia,1964-06-01,1674
1964-07-01,25.327,Indonesia,1964-07-01,1675
1964-08-01,25.581,Indonesia,1964-08-01,1676
1964-09-01,25.871,Indonesia,1964-09-01,1677
1964-10-01,25.622,Indonesia,1964-10-01,1678
1964-11-01,25.701,Indonesia,1964-11-01,1679
1964-12-01,25.37,Indonesia,1964-12-01,1680
1965-01-01,25.151,Indonesia,1965-01-01,1681
1965-02-01,25.648000000000003,Indonesia,1965-02-01,1682
1965-03-01,25.688,Indonesia,1965-03-01,1683
1965-04-01,25.719,Indonesia,1965-04-01,1684
1965-05-01,25.953000000000003,Indonesia,1965-05-01,1685
1965-06-01,25.68,Indonesia,1965-06-01,1686
1965-07-01,25.246,Indonesia,1965-07-01,1687
1965-08-01,25.275,Indonesia,1965-08-01,1688
1965-09-01,25.784,Indonesia,1965-09-01,1689
1965-10-01,25.878,Indonesia,1965-10-01,1690
1965-11-01,26.429,Indonesia,1965-11-01,1691
1965-12-01,25.97,Indonesia,1965-12-01,1692
1966-01-01,25.853,Indonesia,1966-01-01,1693
1966-02-01,25.916,Indonesia,1966-02-01,1694
1966-03-01,26.134,Indonesia,1966-03-01,1695
1966-04-01,26.187,Indonesia,1966-04-01,1696
1966-05-01,26.348000000000003,Indonesia,1966-05-01,1697
1966-06-01,25.73,Indonesia,1966-06-01,1698
1966-07-01,25.572,Indonesia,1966-07-01,1699
1966-08-01,25.753,Indonesia,1966-08-01,1700
1966-09-01,26.11,Indonesia,1966-09-01,1701
1966-10-01,25.897,Indonesia,1966-10-01,1702
1966-11-01,26.043000000000003,Indonesia,1966-11-01,1703
1966-12-01,25.784,Indonesia,1966-12-01,1704
1967-01-01,25.57,Indonesia,1967-01-01,1705
1967-02-01,25.782,Indonesia,1967-02-01,1706
1967-03-01,25.997,Indonesia,1967-03-01,1707
1967-04-01,25.906,Indonesia,1967-04-01,1708
1967-05-01,26.149,Indonesia,1967-05-01,1709
1967-06-01,25.722,Indonesia,1967-06-01,1710
1967-07-01,25.422,Indonesia,1967-07-01,1711
1967-08-01,25.717,Indonesia,1967-08-01,1712
1967-09-01,25.828000000000003,Indonesia,1967-09-01,1713
1967-10-01,26.024,Indonesia,1967-10-01,1714
1967-11-01,26.158,Indonesia,1967-11-01,1715
1967-12-01,25.746,Indonesia,1967-12-01,1716
1968-01-01,25.606,Indonesia,1968-01-01,1717
1968-02-01,25.756,Indonesia,1968-02-01,1718
1968-03-01,26.116,Indonesia,1968-03-01,1719
1968-04-01,26.065,Indonesia,1968-04-01,1720
1968-05-01,26.254,Indonesia,1968-05-01,1721
1968-06-01,26.031,Indonesia,1968-06-01,1722
1968-07-01,25.736,Indonesia,1968-07-01,1723
1968-08-01,25.848000000000003,Indonesia,1968-08-01,1724
1968-09-01,26.112,Indonesia,1968-09-01,1725
1968-10-01,26.024,Indonesia,1968-10-01,1726
1968-11-01,26.039,Indonesia,1968-11-01,1727
1968-12-01,25.826,Indonesia,1968-12-01,1728
1969-01-01,25.988000000000003,Indonesia,1969-01-01,1729
1969-02-01,26.121,Indonesia,1969-02-01,1730
1969-03-01,26.503,Indonesia,1969-03-01,1731
1969-04-01,26.455,Indonesia,1969-04-01,1732
1969-05-01,26.611,Indonesia,1969-05-01,1733
1969-06-01,26.146,Indonesia,1969-06-01,1734
1969-07-01,25.486,Indonesia,1969-07-01,1735
1969-08-01,25.703000000000003,Indonesia,1969-08-01,1736
1969-09-01,26.048,Indonesia,1969-09-01,1737
1969-10-01,26.034,Indonesia,1969-10-01,1738
1969-11-01,26.257,Indonesia,1969-11-01,1739
1969-12-01,26.00500000000001,Indonesia,1969-12-01,1740
1970-01-01,26.043000000000003,Indonesia,1970-01-01,1741
1970-02-01,26.277,Indonesia,1970-02-01,1742
1970-03-01,26.459,Indonesia,1970-03-01,1743
1970-04-01,26.373,Indonesia,1970-04-01,1744
1970-05-01,26.445,Indonesia,1970-05-01,1745
1970-06-01,26.15,Indonesia,1970-06-01,1746
1970-07-01,25.559,Indonesia,1970-07-01,1747
1970-08-01,25.629,Indonesia,1970-08-01,1748
1970-09-01,26.013,Indonesia,1970-09-01,1749
1970-10-01,26.149,Indonesia,1970-10-01,1750
1970-11-01,26.055,Indonesia,1970-11-01,1751
1970-12-01,25.57,Indonesia,1970-12-01,1752
1971-01-01,25.525,Indonesia,1971-01-01,1753
1971-02-01,25.56900000000001,Indonesia,1971-02-01,1754
1971-03-01,25.86,Indonesia,1971-03-01,1755
1971-04-01,26.048,Indonesia,1971-04-01,1756
1971-05-01,26.285,Indonesia,1971-05-01,1757
1971-06-01,25.679,Indonesia,1971-06-01,1758
1971-07-01,25.524,Indonesia,1971-07-01,1759
1971-08-01,25.566,Indonesia,1971-08-01,1760
1971-09-01,26.006,Indonesia,1971-09-01,1761
1971-10-01,25.953000000000007,Indonesia,1971-10-01,1762
1971-11-01,25.806,Indonesia,1971-11-01,1763
1971-12-01,25.69400000000001,Indonesia,1971-12-01,1764
1972-01-01,25.448,Indonesia,1972-01-01,1765
1972-02-01,25.977,Indonesia,1972-02-01,1766
1972-03-01,25.912,Indonesia,1972-03-01,1767
1972-04-01,25.96,Indonesia,1972-04-01,1768
1972-05-01,26.188,Indonesia,1972-05-01,1769
1972-06-01,25.926,Indonesia,1972-06-01,1770
1972-07-01,25.921,Indonesia,1972-07-01,1771
1972-08-01,25.92,Indonesia,1972-08-01,1772
1972-09-01,26.021,Indonesia,1972-09-01,1773
1972-10-01,26.33,Indonesia,1972-10-01,1774
1972-11-01,26.716,Indonesia,1972-11-01,1775
1972-12-01,26.424000000000003,Indonesia,1972-12-01,1776
1973-01-01,26.233,Indonesia,1973-01-01,1777
1973-02-01,26.543000000000003,Indonesia,1973-02-01,1778
1973-03-01,26.372,Indonesia,1973-03-01,1779
1973-04-01,26.477,Indonesia,1973-04-01,1780
1973-05-01,26.416,Indonesia,1973-05-01,1781
1973-06-01,26.4,Indonesia,1973-06-01,1782
1973-07-01,25.983,Indonesia,1973-07-01,1783
1973-08-01,25.992,Indonesia,1973-08-01,1784
1973-09-01,26.031,Indonesia,1973-09-01,1785
1973-10-01,26.298,Indonesia,1973-10-01,1786
1973-11-01,26.249,Indonesia,1973-11-01,1787
1973-12-01,25.668000000000006,Indonesia,1973-12-01,1788
1974-01-01,25.532,Indonesia,1974-01-01,1789
1974-02-01,25.588,Indonesia,1974-02-01,1790
1974-03-01,25.932,Indonesia,1974-03-01,1791
1974-04-01,26.06600000000001,Indonesia,1974-04-01,1792
1974-05-01,26.352,Indonesia,1974-05-01,1793
1974-06-01,25.852,Indonesia,1974-06-01,1794
1974-07-01,25.471,Indonesia,1974-07-01,1795
1974-08-01,25.913,Indonesia,1974-08-01,1796
1974-09-01,25.986,Indonesia,1974-09-01,1797
1974-10-01,26.099,Indonesia,1974-10-01,1798
1974-11-01,26.223000000000003,Indonesia,1974-11-01,1799
1974-12-01,25.751,Indonesia,1974-12-01,1800
1975-01-01,25.823,Indonesia,1975-01-01,1801
1975-02-01,25.854000000000006,Indonesia,1975-02-01,1802
1975-03-01,25.979,Indonesia,1975-03-01,1803
1975-04-01,26.266,Indonesia,1975-04-01,1804
1975-05-01,26.245,Indonesia,1975-05-01,1805
1975-06-01,25.864,Indonesia,1975-06-01,1806
1975-07-01,25.509,Indonesia,1975-07-01,1807
1975-08-01,25.947,Indonesia,1975-08-01,1808
1975-09-01,25.913,Indonesia,1975-09-01,1809
1975-10-01,25.915000000000006,Indonesia,1975-10-01,1810
1975-11-01,25.873,Indonesia,1975-11-01,1811
1975-12-01,25.594,Indonesia,1975-12-01,1812
1976-01-01,25.154,Indonesia,1976-01-01,1813
1976-02-01,25.539,Indonesia,1976-02-01,1814
1976-03-01,25.747,Indonesia,1976-03-01,1815
1976-04-01,25.964,Indonesia,1976-04-01,1816
1976-05-01,26.286,Indonesia,1976-05-01,1817
1976-06-01,25.663,Indonesia,1976-06-01,1818
1976-07-01,25.44,Indonesia,1976-07-01,1819
1976-08-01,25.567,Indonesia,1976-08-01,1820
1976-09-01,26.136,Indonesia,1976-09-01,1821
1976-10-01,25.864,Indonesia,1976-10-01,1822
1976-11-01,26.117,Indonesia,1976-11-01,1823
1976-12-01,25.893,Indonesia,1976-12-01,1824
1977-01-01,25.742,Indonesia,1977-01-01,1825
1977-02-01,25.443,Indonesia,1977-02-01,1826
1977-03-01,25.879,Indonesia,1977-03-01,1827
1977-04-01,26.119,Indonesia,1977-04-01,1828
1977-05-01,26.19,Indonesia,1977-05-01,1829
1977-06-01,25.714,Indonesia,1977-06-01,1830
1977-07-01,25.61,Indonesia,1977-07-01,1831
1977-08-01,25.41,Indonesia,1977-08-01,1832
1977-09-01,26.139,Indonesia,1977-09-01,1833
1977-10-01,26.142000000000003,Indonesia,1977-10-01,1834
1977-11-01,26.426,Indonesia,1977-11-01,1835
1977-12-01,26.016,Indonesia,1977-12-01,1836
1978-01-01,25.802,Indonesia,1978-01-01,1837
1978-02-01,25.971,Indonesia,1978-02-01,1838
1978-03-01,26.201,Indonesia,1978-03-01,1839
1978-04-01,26.102,Indonesia,1978-04-01,1840
1978-05-01,26.534,Indonesia,1978-05-01,1841
1978-06-01,25.992,Indonesia,1978-06-01,1842
1978-07-01,25.693,Indonesia,1978-07-01,1843
1978-08-01,26.092,Indonesia,1978-08-01,1844
1978-09-01,25.752,Indonesia,1978-09-01,1845
1978-10-01,25.841,Indonesia,1978-10-01,1846
1978-11-01,26.095,Indonesia,1978-11-01,1847
1978-12-01,25.746,Indonesia,1978-12-01,1848
1979-01-01,25.898000000000003,Indonesia,1979-01-01,1849
1979-02-01,26.081,Indonesia,1979-02-01,1850
1979-03-01,26.136,Indonesia,1979-03-01,1851
1979-04-01,26.263,Indonesia,1979-04-01,1852
1979-05-01,26.592,Indonesia,1979-05-01,1853
1979-06-01,26.082,Indonesia,1979-06-01,1854
1979-07-01,25.536,Indonesia,1979-07-01,1855
1979-08-01,26.046,Indonesia,1979-08-01,1856
1979-09-01,26.02,Indonesia,1979-09-01,1857
1979-10-01,26.172,Indonesia,1979-10-01,1858
1979-11-01,26.136,Indonesia,1979-11-01,1859
1979-12-01,25.758000000000006,Indonesia,1979-12-01,1860
1980-01-01,25.748,Indonesia,1980-01-01,1861
1980-02-01,25.904,Indonesia,1980-02-01,1862
1980-03-01,26.037,Indonesia,1980-03-01,1863
1980-04-01,26.241,Indonesia,1980-04-01,1864
1980-05-01,26.579,Indonesia,1980-05-01,1865
1980-06-01,26.102,Indonesia,1980-06-01,1866
1980-07-01,25.973000000000003,Indonesia,1980-07-01,1867
1980-08-01,25.691,Indonesia,1980-08-01,1868
1980-09-01,26.14,Indonesia,1980-09-01,1869
1980-10-01,26.096,Indonesia,1980-10-01,1870
1980-11-01,26.068,Indonesia,1980-11-01,1871
1980-12-01,25.784,Indonesia,1980-12-01,1872
1981-01-01,25.55,Indonesia,1981-01-01,1873
1981-02-01,25.832,Indonesia,1981-02-01,1874
1981-03-01,26.204,Indonesia,1981-03-01,1875
1981-04-01,26.053,Indonesia,1981-04-01,1876
1981-05-01,26.457,Indonesia,1981-05-01,1877
1981-06-01,26.219,Indonesia,1981-06-01,1878
1981-07-01,25.877,Indonesia,1981-07-01,1879
1981-08-01,26.325,Indonesia,1981-08-01,1880
1981-09-01,25.892,Indonesia,1981-09-01,1881
1981-10-01,26.081000000000003,Indonesia,1981-10-01,1882
1981-11-01,26.141,Indonesia,1981-11-01,1883
1981-12-01,25.74,Indonesia,1981-12-01,1884
1982-01-01,25.637,Indonesia,1982-01-01,1885
1982-02-01,25.85,Indonesia,1982-02-01,1886
1982-03-01,25.933000000000003,Indonesia,1982-03-01,1887
1982-04-01,26.131,Indonesia,1982-04-01,1888
1982-05-01,26.302,Indonesia,1982-05-01,1889
1982-06-01,25.933000000000003,Indonesia,1982-06-01,1890
1982-07-01,25.588,Indonesia,1982-07-01,1891
1982-08-01,25.503,Indonesia,1982-08-01,1892
1982-09-01,25.86,Indonesia,1982-09-01,1893
1982-10-01,25.916,Indonesia,1982-10-01,1894
1982-11-01,26.338,Indonesia,1982-11-01,1895
1982-12-01,26.31,Indonesia,1982-12-01,1896
1983-01-01,26.146,Indonesia,1983-01-01,1897
1983-02-01,26.484,Indonesia,1983-02-01,1898
1983-03-01,26.959,Indonesia,1983-03-01,1899
1983-04-01,26.742,Indonesia,1983-04-01,1900
1983-05-01,26.463,Indonesia,1983-05-01,1901
1983-06-01,26.213,Indonesia,1983-06-01,1902
1983-07-01,25.751,Indonesia,1983-07-01,1903
1983-08-01,25.966,Indonesia,1983-08-01,1904
1983-09-01,26.086,Indonesia,1983-09-01,1905
1983-10-01,26.13000000000001,Indonesia,1983-10-01,1906
1983-11-01,26.175,Indonesia,1983-11-01,1907
1983-12-01,25.745,Indonesia,1983-12-01,1908
1984-01-01,25.597,Indonesia,1984-01-01,1909
1984-02-01,25.509,Indonesia,1984-02-01,1910
1984-03-01,25.911,Indonesia,1984-03-01,1911
1984-04-01,25.91,Indonesia,1984-04-01,1912
1984-05-01,25.968000000000004,Indonesia,1984-05-01,1913
1984-06-01,25.766,Indonesia,1984-06-01,1914
1984-07-01,25.339,Indonesia,1984-07-01,1915
1984-08-01,25.761,Indonesia,1984-08-01,1916
1984-09-01,25.583,Indonesia,1984-09-01,1917
1984-10-01,25.97300000000001,Indonesia,1984-10-01,1918
1984-11-01,26.177,Indonesia,1984-11-01,1919
1984-12-01,25.785,Indonesia,1984-12-01,1920
